file name,Model constraint,Status,Solve time (second)
j3033_5.data,53,optimal,0.04
j3033_6.data,59,optimal,0.04
j3033_7.data,58,optimal,0.04
j3033_8.data,61,optimal,0.04
j3033_9.data,65,optimal,0.04
j3034_1.data,68,optimal,0.04
j3034_10.data,47,optimal,0.04
j3034_2.data,44,optimal,0.04
j3034_3.data,69,optimal,0.04
j3034_4.data,67,optimal,0.04
j3034_5.data,63,optimal,0.04
j3034_6.data,52,optimal,0.04
j3034_7.data,58,optimal,0.04
j3034_8.data,58,optimal,0.04
j3034_9.data,60,optimal,0.04
j3035_1.data,57,optimal,0.04
j3035_10.data,59,optimal,0.04
j3035_2.data,53,optimal,0.04
j3035_3.data,60,optimal,0.04
j3035_4.data,50,optimal,0.04
j3035_5.data,60,optimal,0.04
j3035_6.data,58,optimal,0.04
j3035_7.data,61,optimal,0.04
j3035_8.data,63,optimal,0.05
j3035_9.data,59,optimal,0.04
j3036_1.data,66,optimal,0.04
j3036_10.data,59,optimal,0.04
j3036_2.data,44,optimal,0.04
j3036_3.data,61,optimal,0.05
j3036_4.data,59,optimal,0.04
j3036_5.data,64,optimal,0.04
j3036_6.data,46,optimal,0.05
j3036_7.data,56,optimal,0.04
j3036_8.data,63,optimal,0.04
j3036_9.data,59,optimal,0.04
j3037_1.data,79,optimal,0.56
j3037_10.data,81,optimal,0.13
j3037_2.data,69,optimal,0.14
j3037_3.data,81,optimal,0.45
j3037_4.data,83,optimal,0.78
j3037_5.data,80,optimal,0.14
j3037_6.data,73,optimal,0.14
j3037_7.data,92,optimal,0.47
j3037_8.data,72,optimal,0.14
j3037_9.data,57,optimal,0.10
j3038_1.data,48,optimal,0.04
j3038_10.data,60,optimal,0.04
j3038_2.data,54,optimal,0.04
j3038_3.data,59,optimal,0.04
j3038_4.data,59,optimal,0.04
j3038_5.data,71,optimal,0.04
j3038_6.data,63,optimal,0.04
j3038_7.data,65,optimal,0.04
j3038_8.data,61,optimal,0.04
j3038_9.data,63,optimal,0.04
j3039_1.data,55,optimal,0.04
j3039_10.data,60,optimal,0.05
j3039_2.data,54,optimal,0.04
j3039_3.data,54,optimal,0.04
j3039_4.data,53,optimal,0.05
j3039_5.data,55,optimal,0.06
j3039_6.data,69,optimal,0.04
j3039_7.data,56,optimal,0.04
j3039_8.data,67,optimal,0.05
j3039_9.data,64,optimal,0.04
j303_1.data,72,optimal,0.04
j303_10.data,59,optimal,0.04
j303_2.data,40,optimal,0.04
j303_3.data,57,optimal,0.04
j303_4.data,98,optimal,0.05
j303_5.data,53,optimal,0.04
j303_6.data,54,optimal,0.04
j303_7.data,48,optimal,0.04
j303_8.data,54,optimal,0.04
j303_9.data,65,optimal,0.04
j3040_1.data,51,optimal,0.05
j3040_10.data,51,optimal,0.05
j3040_2.data,56,optimal,0.04
j3040_3.data,57,optimal,0.04
j3040_4.data,57,optimal,0.05
j3040_5.data,65,optimal,0.05
j3040_6.data,60,optimal,0.05
j3040_7.data,46,optimal,0.04
j3040_8.data,57,optimal,0.05
j3040_9.data,64,optimal,0.04
j3041_1.data,86,optimal,0.60
j3041_10.data,99,feasible,5.42
j3041_2.data,89,optimal,1.80
j3041_3.data,85,optimal,0.80
j3041_4.data,78,optimal,1.68
j3041_5.data,99,optimal,0.61
j3041_6.data,103,optimal,3.66
j3041_7.data,92,optimal,3.06
j3041_8.data,88,optimal,1.71
j3041_9.data,92,optimal,0.62
j3042_1.data,58,optimal,0.05
j3042_10.data,75,optimal,0.05
j3042_2.data,50,optimal,0.05
j3042_3.data,60,optimal,0.04
j3042_4.data,49,optimal,0.05
j3042_5.data,52,optimal,0.05
j3042_6.data,66,optimal,0.04
j3042_7.data,66,optimal,0.04
j3042_8.data,82,optimal,0.15
j3042_9.data,60,optimal,0.04
j3043_1.data,55,optimal,0.04
j3043_10.data,60,optimal,0.05
j3043_2.data,43,optimal,0.05
j3043_3.data,57,optimal,0.04
j3043_4.data,67,optimal,0.04
j3043_5.data,64,optimal,0.04
j3043_6.data,58,optimal,0.04
j3043_7.data,52,optimal,0.05
j3043_8.data,62,optimal,0.04
j3043_9.data,57,optimal,0.05
j3044_1.data,50,optimal,0.05
j3044_10.data,63,optimal,0.04
j3044_2.data,54,optimal,0.04
j3044_3.data,51,optimal,0.04
j3044_4.data,57,optimal,0.05
j3044_5.data,55,optimal,0.05
j3044_6.data,56,optimal,0.04
j3044_7.data,42,optimal,0.05
j3044_8.data,49,optimal,0.05
j3044_9.data,64,optimal,0.05
j3045_1.data,82,optimal,2.79
j3045_10.data,90,optimal,2.96
j3045_2.data,125,feasible,9.09
j3045_3.data,92,optimal,1.03
j3045_4.data,84,optimal,3.77
j3045_5.data,86,optimal,3.23
j3045_6.data,129,feasible,8.25
j3045_7.data,101,optimal,2.76
j3045_8.data,94,optimal,2.90
j3045_9.data,82,optimal,1.53
j3046_1.data,59,optimal,0.04
j3046_10.data,55,optimal,0.65
j3046_2.data,67,optimal,0.05
j3046_3.data,65,optimal,0.35
j3046_4.data,64,optimal,0.05
j3046_5.data,57,optimal,0.06
j3046_6.data,59,optimal,0.46
j3046_7.data,59,optimal,2.34
j3046_8.data,58,optimal,0.07
j3046_9.data,49,optimal,0.05
j3047_1.data,58,optimal,0.05
j3047_10.data,60,optimal,0.18
j3047_2.data,59,optimal,0.04
j3047_3.data,55,optimal,0.05
j3047_4.data,49,optimal,0.05
j3047_5.data,47,optimal,0.04
j3047_6.data,53,optimal,0.05
j3047_7.data,66,optimal,0.06
j3047_8.data,48,optimal,0.05
j3047_9.data,65,optimal,0.05
j3048_1.data,63,optimal,0.04
j3048_10.data,54,optimal,0.05
j3048_2.data,54,optimal,0.05
j3048_3.data,50,optimal,0.05
j3048_4.data,57,optimal,0.05
j3048_5.data,58,optimal,0.05
j3048_6.data,58,optimal,0.05
j3048_7.data,55,optimal,0.05
j3048_8.data,44,optimal,0.06
j3048_9.data,59,optimal,0.05
j304_1.data,49,optimal,0.04
j304_10.data,48,optimal,0.05
j304_2.data,60,optimal,0.04
j304_3.data,47,optimal,0.04
j304_4.data,57,optimal,0.04
j304_5.data,59,optimal,0.04
j304_6.data,45,optimal,0.04
j304_7.data,56,optimal,0.04
j304_8.data,55,optimal,0.04
j304_9.data,38,optimal,0.04
j305_1.data,53,optimal,0.13
j305_10.data,70,optimal,0.70
j305_2.data,82,optimal,0.58
j305_3.data,76,optimal,0.62
j305_4.data,63,optimal,0.45
j305_5.data,76,optimal,0.31
j305_6.data,64,optimal,0.05
j305_7.data,76,optimal,0.49
j305_8.data,67,optimal,0.45
j305_9.data,49,optimal,0.15
j306_1.data,59,optimal,0.15
j306_10.data,61,optimal,0.05
j306_2.data,51,optimal,0.05
j306_3.data,48,optimal,0.04
j306_4.data,42,optimal,0.20
j306_5.data,67,optimal,0.17
j306_6.data,37,optimal,0.05
j306_7.data,46,optimal,0.05
j306_8.data,39,optimal,0.04
j306_9.data,51,optimal,0.04
j307_1.data,55,optimal,0.05
j307_10.data,49,optimal,0.06
j307_2.data,42,optimal,0.05
j307_3.data,42,optimal,0.04
j307_4.data,44,optimal,0.05
j307_5.data,44,optimal,0.04
j307_6.data,35,optimal,0.04
j307_7.data,50,optimal,0.04
j307_8.data,44,optimal,0.04
j307_9.data,60,optimal,0.05
j308_1.data,44,optimal,0.05
j308_10.data,67,optimal,0.05
j308_2.data,51,optimal,0.05
j308_3.data,53,optimal,0.04
j308_4.data,48,optimal,0.05
j308_5.data,58,optimal,0.05
j308_6.data,47,optimal,0.05
j308_7.data,41,optimal,0.05
j308_8.data,51,optimal,0.05
j308_9.data,39,optimal,0.04
j309_1.data,83,optimal,1.75
j309_10.data,88,optimal,2.49
j309_2.data,92,feasible,6.48
j309_3.data,68,optimal,0.30
j309_4.data,71,optimal,0.84
j309_5.data,70,optimal,0.42
j309_6.data,59,optimal,0.61
j309_7.data,63,optimal,2.26
j309_8.data,91,optimal,2.92
j309_9.data,63,optimal,1.66
